"13455888"	21688.847
"1184351"	9939.482
"1384888"	6720.947
"2437837"	6627.9407
"13425865"	6412.9755
"14112583"	5709.6577
"15164193"	5123.8977
"1516699"	4825.1629
"13725487"	4661.4378
"14881689"	3663.8071
"1441065"	3548.4039
"14503460"	3468.9345
"2614581"	3142.5088
"1637982"	3090.1945
"2614578"	2797.7859
"13432150"	2192.5661
"14565507"	2065.9663
"1523975"	2021.9278
"13433669"	1651.7965
"1561395"	1588.3838
"1184441"	1386.435
"13802598"	1307.4984
"14886640"	1235.9151
"13429704"	1201.7567
"13846451"	1153.2673
"13443575"	1126.6864
"1575228"	966.689
"13600926"	905.9452
"13442459"	902.3754
"1561246"	887.8476
"13449048"	851.7823
"13640780"	849.8741
"14589657"	746.2915
"1446168"	716.1362
"14181325"	682.0281
"13432523"	673.6176
"13432186"	639.7407
"14598174"	638.3997
"14596617"	553.7903
"13466359"	480.2376
"13601986"	467.4732
"15167946"	449.9301
"14591769"	432.5242
"1524012"	427.548
"13432193"	397.3356
"14565510"	365.8948
"13432623"	305.7258
"14887609"	300.9062
"14571565"	284.5789
"13805843"	273.1426
"14112840"	271.0864
"14503688"	265.4648
"13458661"	263.6105
"13444651"	258.5522
"2439045"	234.1838
"13466267"	208.1088
"13432316"	203.8188
"13463505"	200.8335
"13641461"	186.085
"14591821"	161.8972
"13848001"	153.8402
"14882345"	151.9419
"13433701"	144.217
"13642260"	140.3648
"13643707"	133.3709
"14503925"	131.7615
"13430108"	130.6474
"13433698"	122.6869
"13726216"	107.3359
"13449063"	107.2955
"1343656"	102.8436
"13432161"	98.6016
"2438700"	95.5311
"14463050"	86.317
"13432346"	70.466
"14887682"	63.525
"13466380"	59.2605
"13429885"	54.9707
"13443700"	47.2068
"15167961"	46.5714
"13466296"	45.5545
"13443652"	41.8561
"15168026"	39.4605
"14503464"	34.5578
"1450369"	33.6006
"13643755"	33.4093
"14571663"	32.8932
"13430136"	32.7154
"13640989"	29.4052
"13601123"	24.9688
"14463568"	22.8701
"13432403"	20.2086
"13466304"	19.1196
"13432672"	18.8857
"13463528"	17.8384
"1638113"	16.8393
"13432209"	13.9989
"13429736"	12.9087
"1184386"	10.6072
"13432176"	5.5695
